+-----+--------------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                             |
|eruvim-merged.txt-002b-0015  |60   |60:55.8%, 98:21.8%, 161:9.5%   |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0016  |60   |60:54.1%, 98:38.6%, 167:6.6%   |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0017  |60   |60:50.6%, 98:43.9%, 167:3.0%   |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0018  |60   |60:67.6%, 98:29.0%, 41:2.7%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0019  |60   |60:59.1%, 98:31.9%, 41:2.7%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0020  |60   |60:50.6%, 98:29.3%, 25:9.4%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0021  |60   |60:52.2%, 98:24.1%, 25:9.5%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0022  |60   |60:48.4%, 98:31.9%, 22:5.8%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0023  |98   |98:35.9%, 60:29.8%, 25:18.0%   |beit, courtyard, opinion, rabbi, accordance, boards, yehuda, breach, upright, clause                    |
|eruvim-merged.txt-002b-0024  |60   |60:46.8%, 98:20.3%, 167:10.8%  |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0025  |60   |60:56.8%, 98:22.7%, 167:14.2%  |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0026  |60   |60:49.1%, 167:23.9%, 98:14.3%  |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0027  |60   |60:73.8%, 167:17.1%, 41:5.0%   |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0028  |60   |60:75.3%, 167:19.2%, 41:3.8%   |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0029  |60   |60:77.4%, 167:17.3%, 49:2.6%   |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0030  |60   |60:86.6%, 167:11.4%, 177:1.3%  |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0031  |60   |60:94.7%, 98:4.8%, 81:0.0%     |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0032  |60   |60:81.3%, 98:12.8%, 1:5.4%     |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0033  |60   |60:62.1%, 98:21.4%, 1:13.8%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0034  |60   |60:57.4%, 98:28.8%, 1:13.3%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0035  |60   |60:38.6%, 98:29.1%, 1:22.7%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0036  |60   |60:33.6%, 98:30.0%, 1:23.5%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0037  |60   |60:33.1%, 98:32.7%, 1:13.0%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0038  |60   |60:59.8%, 98:24.6%, 66:7.9%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0039  |60   |60:67.0%, 66:10.9%, 98:9.6%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0040  |60   |60:90.7%, 193:3.7%, 187:2.7%   |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0041  |60   |60:87.4%, 98:12.0%, 81:0.0%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0042  |60   |60:79.2%, 98:20.3%, 81:0.0%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0043  |60   |60:81.4%, 98:18.1%, 81:0.0%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0044  |60   |60:77.6%, 98:21.9%, 81:0.0%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0045  |60   |60:73.1%, 98:26.2%, 81:0.0%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-002b-0046  |60   |60:66.6%, 98:32.5%, 81:0.0%    |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-003a-0000  |60   |60:62.7%, 161:17.8%, 94:15.9%  |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-003a-0001  |60   |60:60.0%, 94:15.5%, 161:14.0%  |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-003a-0002  |60   |60:61.3%, 94:14.8%, 161:13.5%  |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-003a-0003  |60   |60:47.0%, 167:16.5%, 161:11.2% |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-003a-0004  |60   |60:63.7%, 167:11.7%, 94:11.0%  |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-003a-0005  |60   |60:46.9%, 94:21.1%, 187:13.8%  |twenty, doorway, entrance, handbreadths, wide, diminish, cubits, high, height, sanctuary                |
|eruvim-merged.txt-003a-0006  |94   |94:35.5%, 60:34.5%, 187:16.8%  |cornice, baraitot, contradict, reconcile, subject, avuh, amaltera, lowered, states, ama                 |
|eruvim-merged.txt-003a-0007  |94   |94:47.4%, 60:21.8%, 98:18.2%   |cornice, baraitot, contradict, reconcile, subject, avuh, amaltera, lowered, states, ama                 |
|eruvim-merged.txt-003a-0008  |94   |94:64.2%, 60:20.5%, 98:14.7%   |cornice, baraitot, contradict, reconcile, subject, avuh, amaltera, lowered, states, ama                 |
|eruvim-merged.txt-003a-0009  |94   |94:68.3%, 98:17.6%, 60:12.3%   |cornice, baraitot, contradict, reconcile, subject, avuh, amaltera, lowered, states, ama                 |
|eruvim-merged.txt-003a-0010  |94   |94:64.9%, 60:17.1%, 98:7.5%    |cornice, baraitot, contradict, reconcile, subject, avuh, amaltera, lowered, states, ama                 |
|eruvim-merged.txt-003a-0011  |94   |94:54.5%, 60:26.9%, 72:11.1%   |cornice, baraitot, contradict, reconcile, subject, avuh, amaltera, lowered, states, ama                 |
|eruvim-merged.txt-003a-0012  |94   |94:43.8%, 60:36.8%, 72:14.5%   |cornice, baraitot, contradict, reconcile, subject, avuh, amaltera, lowered, states, ama                 |
|eruvim-merged.txt-003a-0013  |72   |72:51.6%, 60:30.2%, 187:9.6%   |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-003a-0014  |72   |72:50.0%, 60:28.4%, 174:21.0%  |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-003a-0015  |174  |174:56.2%, 72:23.2%, 60:20.1%  |sukka, roofing, twenty, thin, sun, shade, wind, unfit, geder, amtan                                     |
|eruvim-merged.txt-003a-0016  |174  |174:74.1%, 72:15.6%, 60:9.9%   |sukka, roofing, twenty, thin, sun, shade, wind, unfit, geder, amtan                                     |
|eruvim-merged.txt-003a-0017  |174  |174:76.4%, 72:14.9%, 60:8.2%   |sukka, roofing, twenty, thin, sun, shade, wind, unfit, geder, amtan                                     |
|eruvim-merged.txt-003a-0018  |174  |174:79.7%, 98:9.6%, 60:6.0%    |sukka, roofing, twenty, thin, sun, shade, wind, unfit, geder, amtan                                     |
|eruvim-merged.txt-003a-0019  |174  |174:72.5%, 98:15.7%, 121:10.2% |sukka, roofing, twenty, thin, sun, shade, wind, unfit, geder, amtan                                     |
|eruvim-merged.txt-003a-0020  |174  |174:56.6%, 48:13.2%, 121:12.2% |sukka, roofing, twenty, thin, sun, shade, wind, unfit, geder, amtan                                     |
|eruvim-merged.txt-003a-0021  |174  |174:41.4%, 1:16.2%, 48:15.7%   |sukka, roofing, twenty, thin, sun, shade, wind, unfit, geder, amtan                                     |
|eruvim-merged.txt-003a-0022  |174  |174:36.8%, 1:24.9%, 48:21.9%   |sukka, roofing, twenty, thin, sun, shade, wind, unfit, geder, amtan                                     |
|eruvim-merged.txt-003a-0023  |174  |174:29.6%, 1:23.0%, 48:15.7%   |sukka, roofing, twenty, thin, sun, shade, wind, unfit, geder, amtan                                     |
|eruvim-merged.txt-003a-0024  |72   |72:30.4%, 1:18.9%, 94:16.5%    |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-003a-0025  |72   |72:61.7%, 94:11.5%, 1:9.5%     |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-003a-0026  |72   |72:84.5%, 94:8.4%, 187:2.9%    |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
|eruvim-merged.txt-003a-0027  |72   |72:87.9%, 94:9.4%, 187:1.2%    |dimi, babylonia, eretz, yisrael, came, exchange, olive, god, cedar, attention                           |
